# See the README.table.md file in this folder for details about this data.

ヤ		0	0	0	0	0	0	1	0	0		zjya		0
ュ		0	0	0	0	0	0	1	0	0		zjyu		0
ユ		0	0	0	0	0	0	1	0	0		zjyu		0
ョ		0	0	0	0	0	0	1	0	0		zjyo		0
ヨ		0	0	0	0	0	0	1	0	0		zjyo		0
ラ		0	0	0	0	0	0	1	0	0		zjra		0
リ		0	0	0	0	0	0	1	0	0		zjri		0
ル		0	0	0	0	0	0	1	0	0		zjru		0
レ		0	0	0	0	0	0	1	0	0		zjre		0
ロ		0	0	0	0	0	0	1	0	0		zjro		0
ヮ		0	0	0	0	0	0	1	0	0		zjwa		0
ワ		0	0	0	0	0	0	1	0	0		zjwa		0
ヰ		0	0	0	0	0	0	1	0	0		zjwi		0
ヱ		0	0	0	0	0	0	1	0	0		zjwe		0
ヲ		0	0	0	0	0	0	1	0	0		zjwo		0
ン		0	0	0	0	0	0	1	0	0		zjn		0
ヴ		0	0	0	0	0	0	1	0	0		zjvi		0
ヵ		0	0	0	0	0	0	1	0	0		zjka		0
ヶ		0	0	0	0	0	0	1	0	0		zjke		0
ㄅ		0	0	0	1	0	0	0	0	0		yyyxa		0
ㄆ		0	0	0	1	0	0	0	0	0		yyyxb		0
ㄇ		0	0	0	1	0	0	0	0	0		yyyxc		0
ㄈ		0	0	0	1	0	0	0	0	0		yyyxd		0
ㄉ		0	0	0	1	0	0	0	0	0		yyyxe		0
ㄊ		0	0	0	1	0	0	0	0	0		yyyxf		0
ㄋ		0	0	0	1	0	0	0	0	0		yyyxg		0
ㄌ		0	0	0	1	0	0	0	0	0		yyyxh		0
ㄍ		0	0	0	1	0	0	0	0	0		yyyxi		0
ㄎ		0	0	0	1	0	0	0	0	0		yyyxj		0
ㄏ		0	0	0	1	0	0	0	0	0		yyyxk		0
ㄐ		0	0	0	1	0	0	0	0	0		yyyxl		0
ㄑ		0	0	0	1	0	0	0	0	0		yyyxm		0
ㄒ		0	0	0	1	0	0	0	0	0		yyyxn		0
ㄓ		0	0	0	1	0	0	0	0	0		yyyxo		0
ㄔ		0	0	0	1	0	0	0	0	0		yyyxp		0
ㄕ		0	0	0	1	0	0	0	0	0		yyyxq		0
ㄖ		0	0	0	1	0	0	0	0	0		yyyxr		0
ㄗ		0	0	0	1	0	0	0	0	0		yyyxs		0
ㄘ		0	0	0	1	0	0	0	0	0		yyyxt		0
ㄙ		0	0	0	1	0	0	0	0	0		yyyxu		0
ㄚ		0	0	0	1	0	0	0	0	0		yyyxy		0
ㄛ		0	0	0	1	0	0	0	0	0		yyyya		0
ㄜ		0	0	0	1	0	0	0	0	0		yyyyb		0
ㄝ		0	0	0	1	0	0	0	0	0		yyyyc		0
ㄞ		0	0	0	1	0	0	0	0	0		yyyyd		0
ㄟ		0	0	0	1	0	0	0	0	0		yyyye		0
ㄠ		0	0	0	1	0	0	0	0	0		yyyyf		0
ㄡ		0	0	0	1	0	0	0	0	0		yyyyg		0
ㄢ		0	0	0	1	0	0	0	0	0		yyyyh		0
ㄣ		0	0	0	1	0	0	0	0	0		yyyyi		0
ㄤ		0	0	0	1	0	0	0	0	0		yyyyj		0
ㄥ		0	0	0	1	0	0	0	0	0		yyyyk		0
ㄦ		0	0	0	1	0	0	0	0	0		yyyyl		0
ㄧ		0	0	0	1	0	0	0	0	0		yyyxv		0
ㄨ		0	0	0	1	0	0	0	0	0		yyyxw		0
ㄩ		0	0	0	1	0	0	0	0	0		yyyxx		0
㐀	㐀	1	0	0	0	0	0	0	0	0		tm		0
㐁	㐁	1	0	0	0	0	0	0	0	0		mow		0
㐂	㐂	1	0	0	0	0	0	0	0	0		ppp		0
㐃	㐃	1	0	0	0	0	0	0	0	0		oml		0
㐄	㐄	1	0	0	0	0	0	0	0	0		ls		0
㐅	㐅	1	0	0	0	0	0	0	0	0		hi		0
㐆	㐆	1	0	0	0	0	0	0	0	0		hsms		0
㐇	㐇	1	0	0	0	0	0	0	0	0		knn		0
㐈	㐈	1	0	0	0	0	0	0	0	0		on		0
㐉	㐉	1	0	0	0	0	0	0	0	0		mnn		0
㐊	㐊	1	0	0	0	0	0	0	0	0		gn		0
㐋	㐋	1	0	0	0	0	0	0	0	0		gn		0
㐌	㐌	1	0	0	0	0	0	0	0	0		opd		0
㐍	㐍	1	0	0	0	0	0	0	0	0		bn		0
㐎	㐎	1	0	0	0	0	0	0	0	0		ykn		0
㐏	㐏	1	0	0	0	0	0	0	0	0		mmn		0
㐐	㐐	1	0	0	0	0	0	0	0	0		ven		0
㐑	㐑	1	0	0	0	0	0	0	0	0		heyn		0
㐒	㐒	1	0	0	0	0	0	0	0	0		shrn		0
㐓	㐓	1	0	0	0	0	0	0	0	0		mrn		0
㐔	㐔	1	0	0	0	0	0	0	0	0		yrn		0
㐕	㐕	1	0	0	0	0	0	0	0	0		lwn		0
㐖	㐖	1	0	0	0	0	0	0	0	0		gru		0
㐗	㐗	1	0	0	0	0	0	0	0	0		jpn		0
㐘	㐘	1	0	0	0	0	0	0	0	0		fdn		0
㐙	㐙	1	0	0	0	0	0	0	0	0		mrtn		0
㐚	㐚	1	0	0	0	0	0	0	0	0		mmrn		0
㐛	㐛	1	0	0	0	0	0	0	0	0		orn		0
㐜	㐜	1	0	0	0	0	0	0	0	0		iekn		0
㐝	㐝	1	0	0	0	0	0	0	0	0		qrn		0
㐞	㐞	1	0	0	0	0	0	0	0	0		tcn		0
㐟	㐟	1	0	0	0	0	0	0	0	0		lyn		0
㐠	㐠	1	0	0	0	0	0	0	0	0		bun		0
㐡	㐡	1	0	0	0	0	0	0	0	0		knmbk		0
㐢	㐢	1	0	0	0	0	0	0	0	0		edn		0
㐣	㐣	1	0	0	0	0	0	0	0	0		ijjn		0
㐤	㐤	1	0	0	0	0	0	0	0	0		knjbc		0
㐥	㐥	1	0	0	0	0	0	0	0	0		csn		0
㐦	㐦	1	0	0	0	0	0	0	0	0		hcqn		0
㐧	㐧	1	0	0	0	0	0	0	0	0		idnh		0
㐨	㐨	1	0	0	0	0	0	0	0	0		nnnin		0
㐩	㐩	1	0	0	0	0	0	0	0	0		tttt		0
㐪	㐪	1	0	0	0	0	0	0	0	0		ku		0
㐫	㐫	1	0	0	0	0	0	0	0	0		yuk		0
㐬	㐬	1	0	0	0	0	0	0	0	0		yihlv		0
㐭	㐭	1	0	0	0	0	0	0	0	0		ywr		0
㐮	㐮	1	0	0	0	0	0	0	0	0		ycttv		0
㐯	㐯	1	0	0	0	0	0	0	0	0		yrra		0
㐰	㐰	1	0	0	0	0	0	0	0	0		or		0
㐱	㐱	1	0	0	0	0	0	0	0	0		ohhh		0
㐲	㐲	1	0	0	0	0	0	0	0	0		ok		0
㐳	㐳	1	0	0	0	0	0	0	0	0		omu		0
㐴	㐴	1	0	0	0	0	0	0	0	0		oni		0
㐵	㐵	1	0	1	0	0	0	0	0	0		omd		0
㐶	㐶	1	0	0	0	0	0	0	0	0		oru		0
㐷	㐷	1	0	0	0	0	0	0	0	0		onvm		0
㐸	㐸	1	0	0	0	0	0	0	0	0		ono		0
㐹	㐹	1	0	0	0	0	0	0	0	0		oomn		0
㐺	㐺	1	0	0	0	0	0	0	0	0		ooo		0
㐻	㐻	1	0	0	0	0	0	0	0	0		oob		0
㐼	㐼	1	0	0	0	0	0	0	0	0		oht		0
㐽	㐽	1	0	0	0	0	0	0	0	0		ohnk		0
㐾	㐾	1	0	0	0	0	0	0	0	0		ommu		0
㐿	㐿	1	0	0	0	0	0	0	0	0		oq		0
㑀	㑀	1	0	1	0	0	0	0	0	0		oki		0
㑁	㑁	1	0	0	0	0	0	0	0	0		ouu		0
㑂	㑂	1	0	0	0	0	0	0	0	0		omob		0
㑃	㑃	1	0	0	0	0	0	0	0	0		ovis		0
㑄	㑄	1	0	0	0	0	0	0	0	0		owyi		0
㑅	㑅	1	0	0	0	0	0	0	0	0		ooym		0
㑆	㑆	1	0	0	0	0	0	0	0	0		orhu		0
㑇	㑇	1	0	0	0	0	0	0	0	0		onsm		0
㑈	㑈	1	0	0	0	0	0	0	0	0		opd		0
㑉	㑉	1	0	0	0	0	0	0	0	0		ohnn		0
㑊	㑊	1	0	1	0	0	0	0	0	0		oylc		0
㑋	㑋	1	0	0	0	0	0	0	0	0		otw		0
㑌	㑌	1	0	1	0	0	0	0	0	0		osmg		0
㑍	㑍	1	0	0	0	0	0	0	0	0		oqd		0
㑎	㑎	1	0	0	0	0	0	0	0	0		ovvu		0
㑏	㑏	1	0	0	0	0	0	0	0	0		ojdi		0
㑐	㑐	1	0	0	0	0	0	0	0	0		oymf		0
㑑	㑑	1	0	0	0	0	0	0	0	0		ohbu		0
㑒	㑒	1	0	0	0	0	0	0	0	0		omlo		0
㑓	㑓	1	0	0	0	0	0	0	0	0		oike		0
㑔	㑔	1	0	0	0	0	0	0	0	0		ombo		0
㑕	㑕	1	0	0	0	0	0	0	0	0		ouni		0
㑖	㑖	1	0	0	0	0	0	0	0	0		ool		0
㑗	㑗	1	0	0	0	0	0	0	0	0		ohxh		0
㑘	㑘	1	0	0	0	0	0	0	0	0		oit		0
㑙	㑙	1	0	0	0	0	0	0	0	0		osju		0
㑚	㑚	1	0	0	0	0	0	0	0	0		osql		0
㑛	㑛	1	0	0	0	0	0	0	0	0		odl		0
㑜	㑜	1	0	0	0	0	0	0	0	0		oqhl		0
㑝	㑝	1	0	0	0	0	0	0	0	0		omgt		0
㑞	㑞	1	0	0	0	0	0	0	0	0		oft		0
㑟	㑟	1	0	0	0	0	0	0	0	0		oomc		0
㑠	㑠	1	0	0	0	0	0	0	0	0		oleg		0
㑡	㑡	1	0	0	0	0	0	0	0	0		oail		0
㑢	㑢	1	0	0	0	0	0	0	0	0		ogil		0
㑣	㑣	1	0	0	0	0	0	0	0	0		odd		0
㑤	㑤	1	0	1	0	0	0	0	0	0		otw		0
㑥	㑥	1	0	0	0	0	0	0	0	0		oaph		0
㑦	㑦	1	0	0	0	0	0	0	0	0		ohsk		0
㑧	㑧	1	0	0	0	0	0	0	0	0		ohdd		0
㑨	㑨	1	0	0	0	0	0	0	0	0		orok		0
㑩	㑩	1	0	0	0	0	0	0	0	0		owln		0
㑪	㑪	1	0	0	0	0	0	0	0	0		oykl		0
㑫	㑫	1	0	0	0	0	0	0	0	0		oomp		0
㑬	㑬	1	0	0	0	0	0	0	0	0		ovjr		0
㑭	㑭	1	0	0	0	0	0	0	0	0		owml		0
㑮	㑮	1	0	0	0	0	0	0	0	0		objj		0
㑯	㑔	1	0	0	0	0	0	0	0	0		ombc		0
㑰	㑰	1	0	0	0	0	0	0	0	0		ovno		0
㑱	㑱	1	0	0	0	0	0	0	0	0		onhd		0
㑲	㑲	1	0	0	0	0	0	0	0	0		ojbj		0
㑳	㑇	1	0	1	0	0	0	0	0	0		opuu		0
㑴	㑴	1	0	0	0	0	0	0	0	0		osme		0
㑵	㑵	1	0	0	0	0	0	0	0	0		okok		0
㑶	㑶	1	0	0	0	0	0	0	0	0		oond		0
㑷	㑷	1	0	0	0	0	0	0	0	0		oibp		0
㑸	㑸	1	0	0	0	0	0	0	0	0		ojrr		0
㑹	㑹	1	0	0	0	0	0	0	0	0		omwa		0
㑺	㑺	1	0	1	0	0	0	0	0	0		oogs		0
㑻	㑻	1	0	0	0	0	0	0	0	0		ojpu		0
㑼	㑼	1	0	0	0	0	0	0	0	0		owhr		0
㑽	㑽	1	0	1	0	0	0	0	0	0		ofbg		0
㑾	㑾	1	0	1	0	0	0	0	0	0		obyr		0
㑿	㑿	1	0	0	0	0	0	0	0	0		ovvd		0
㒀	㒀	1	0	0	0	0	0	0	0	0		oycb		0
㒁	㒁	1	0	0	0	0	0	0	0	0		owgj		0
㒂	㒂	1	0	0	0	0	0	0	0	0		otja		0
㒃	㒃	1	0	0	0	0	0	0	0	0		oipc		0
㒄	㒄	1	0	0	0	0	0	0	0	0		obkf		0
㒅	㒅	1	0	0	0	0	0	0	0	0		oynv		0
㒆	㒆	1	0	0	0	0	0	0	0	0		oomm		0
㒇	㒇	1	0	0	0	0	0	0	0	0		ootf		0
㒈	㒈	1	0	0	0	0	0	0	0	0		omjk		0
㒉	㒉	1	0	0	0	0	0	0	0	0		ofbd		0
㒊	㒊	1	0	0	0	0	0	0	0	0		osmm		0
㒋	㒋	1	0	0	0	0	0	0	0	0		otcl		0
㒌	㒌	1	0	0	0	0	0	0	0	0		offn		0
㒍	㒍	1	0	0	0	0	0	0	0	0		oiif		0
㒎	㒎	1	0	0	0	0	0	0	0	0		ohkm		0
㒏	㒏	1	0	0	0	0	0	0	0	0		ojtm		0
㒐	㒐	1	0	0	0	0	0	0	0	0		ohpa		0
㒑	㒑	1	0	0	0	0	0	0	0	0		oseg		0
㒒	㒒	1	0	0	0	0	0	0	0	0		otcd		0
㒓	𠉂	1	0	1	0	0	0	0	0	0		oygq		0
㒔	㒔	1	0	0	0	0	0	0	0	0		owli		0
㒕	㒕	1	0	0	0	0	0	0	0	0		oyvg		0
㒖	㒖	1	0	1	0	0	0	0	0	0		otwb		0
㒗	㒗	1	0	0	0	0	0	0	0	0		otbg		0
㒘	㒘	1	0	0	0	0	0	0	0	0		oset		0
